customer_id,age,gender,tenure_months,policy_type,annual_premium,late_payments,auto_debit,num_claims,total_claim_amount,interactions,avg_response_days,satisfaction,payment_consistency,claim_to_premium,engagement_score,renewal_prob_synthetic,renewed,last_interaction_date
107925,29,F,119,Motor,7734,0,1,0,0,4,1.7,3.8,1.0,0.0,3.88,0.98,1,2025-06-25
107926,57,M,64,Whole,11699,1,1,0,0,2,6.3,3.7,0.985,0.0,3.02,0.667,1,2024-02-25
107927,26,M,55,Term,9719,3,1,0,0,2,3.5,5.0,0.946,0.0,3.8,0.668,0,2024-10-31
107928,29,F,71,Term,18996,1,0,0,0,5,5.1,2.6,0.986,0.0,3.56,0.525,0,2024-05-04
107929,43,F,117,Health,4467,0,0,1,13724,5,3.4,3.7,1.0,3.072,4.22,0.674,1,2024-03-18
107930,26,M,9,Home,33162,1,0,0,0,2,2.2,4.2,0.9,0.0,3.32,0.629,0,2025-11-12
107931,27,M,114,Term,4621,0,1,0,0,1,0.0,4.0,1.0,0.0,2.8,0.897,1,2024-10-21
107932,49,F,4,Term,26168,0,0,0,0,1,2.1,3.5,1.0,0.0,2.5,0.922,1,2025-06-07
107933,74,F,66,Health,9128,0,1,0,0,6,2.3,3.3,1.0,0.0,4.38,0.806,1,2025-01-01
107934,51,F,120,Health,18670,0,0,0,0,0,0.7,4.6,1.0,0.0,2.76,0.889,1,2024-07-01
107935,65,M,91,Whole,16307,1,1,0,0,3,4.5,2.9,0.989,0.0,2.94,0.627,1,2025-08-28
107936,37,F,33,Whole,3481,0,1,0,0,2,1.5,3.9,1.0,0.0,3.14,0.733,1,2024-03-30
107937,56,M,32,Health,16779,0,1,0,0,1,3.2,3.1,1.0,0.0,2.26,0.862,1,2024-10-27
107938,77,F,44,Whole,6892,0,1,0,0,3,2.0,3.2,1.0,0.0,3.12,0.857,1,2024-03-21
107939,19,M,109,Home,3575,0,0,0,0,2,1.2,3.4,1.0,0.0,2.84,0.765,1,2025-02-24
107940,18,M,110,Term,15220,0,0,0,0,5,0.1,3.7,1.0,0.0,4.22,0.744,1,2024-07-15
107941,68,M,37,Term,4143,0,1,0,0,1,1.8,3.4,1.0,0.0,2.44,0.869,1,2025-08-22
107942,77,F,91,Motor,38904,0,1,0,0,2,2.5,3.9,1.0,0.0,3.14,0.899,1,2025-04-13
107943,53,F,92,Motor,6942,0,1,0,0,0,3.2,4.3,1.0,0.0,2.58,0.898,0,2025-01-22
107944,41,M,67,Term,15927,0,1,1,892,2,2.1,4.2,1.0,0.056,3.32,0.767,0,2024-05-24
107945,71,F,60,Home,14583,1,1,0,0,1,3.1,3.9,0.984,0.0,2.74,0.639,1,2024-02-01
107946,44,F,59,Motor,26412,0,1,0,0,2,3.5,3.8,1.0,0.0,3.08,0.819,1,2024-02-04
107947,19,M,36,Whole,8840,1,1,2,17256,2,4.5,3.9,0.973,1.952,3.14,0.597,1,2025-03-14
107948,48,F,49,Health,9664,1,1,0,0,1,5.3,3.8,0.98,0.0,2.68,0.761,0,2024-10-03
107949,74,F,51,Whole,14813,0,1,0,0,0,5.1,4.0,1.0,0.0,2.4,0.847,1,2024-02-03
107950,31,M,107,Term,7276,0,1,0,0,1,1.0,2.6,1.0,0.0,1.96,0.907,1,2025-07-17
107951,19,M,8,Whole,10062,0,0,1,15852,2,3.2,2.7,1.0,1.575,2.42,0.39,0,2024-01-21
107952,46,M,108,Health,7815,0,1,1,14638,1,6.1,3.9,1.0,1.873,2.74,0.741,0,2025-02-19
107953,32,M,50,Motor,17322,0,0,0,0,1,2.0,4.1,1.0,0.0,2.86,0.792,0,2024-01-17
107954,29,M,114,Health,22680,1,1,0,0,2,5.7,2.3,0.991,0.0,2.18,0.68,1,2025-07-20
107955,54,F,41,Whole,28463,1,1,0,0,2,3.6,4.1,0.976,0.0,3.26,0.507,0,2025-04-15
107956,45,F,101,Health,27176,1,0,0,0,2,0.1,3.1,0.99,0.0,2.66,0.644,1,2024-02-21
107957,37,M,117,Health,19249,0,1,1,30974,2,6.9,4.2,1.0,1.609,3.32,0.546,0,2024-02-22
107958,78,F,113,Motor,19066,2,1,0,0,1,4.7,2.9,0.982,0.0,2.14,0.433,0,2025-08-20
107959,56,F,109,Whole,18754,0,1,0,0,1,3.8,5.0,1.0,0.0,3.4,0.98,1,2025-07-30
107960,41,F,38,Health,13309,0,0,0,0,3,3.8,4.1,1.0,0.0,3.66,0.65,1,2024-04-23
107961,38,M,120,Health,6063,0,1,0,0,0,3.6,4.6,1.0,0.0,2.76,0.774,1,2025-08-08
107962,27,F,86,Motor,34105,1,1,1,5923,3,2.0,3.6,0.989,0.174,3.36,0.362,0,2024-09-15
107963,63,F,78,Term,18682,0,0,0,0,3,4.4,4.4,1.0,0.0,3.84,0.827,1,2025-05-05
107964,31,M,79,Whole,23176,1,0,0,0,2,2.3,4.2,0.988,0.0,3.32,0.404,1,2025-02-06
107965,54,M,55,Health,9464,0,1,1,2697,1,0.8,3.3,1.0,0.285,2.38,0.539,0,2025-04-20
107966,35,M,110,Motor,49084,1,1,0,0,2,1.5,3.6,0.991,0.0,2.96,0.55,1,2024-08-06
107967,41,F,68,Health,31183,0,1,0,0,0,0.0,5.0,1.0,0.0,3.0,0.844,1,2025-03-30
107968,31,M,18,Home,10610,0,1,0,0,1,2.5,4.7,1.0,0.0,3.22,0.98,1,2025-09-29
107969,51,F,65,Term,9015,0,1,0,0,1,0.8,2.7,1.0,0.0,2.02,0.91,1,2024-05-13
107970,75,F,64,Health,22958,1,1,1,22892,2,1.8,4.6,0.985,0.997,3.56,0.413,0,2025-07-10
107971,29,M,12,Health,13244,0,1,0,0,2,0.1,3.6,1.0,0.0,2.96,0.771,1,2024-02-22
107972,39,F,118,Health,17201,0,1,2,55394,2,0.0,3.6,1.0,3.22,2.96,0.669,0,2025-07-07
107973,73,M,41,Motor,32846,0,0,0,0,1,6.9,3.5,1.0,0.0,2.5,0.783,1,2025-04-08
107974,23,M,42,Motor,16961,0,0,0,0,4,3.2,4.5,1.0,0.0,4.3,0.856,1,2024-09-06
107975,53,F,117,Motor,12709,0,1,0,0,6,2.4,4.8,1.0,0.0,5.28,0.956,1,2024-07-20
107976,62,F,60,Health,19346,0,1,0,0,0,1.7,4.4,1.0,0.0,2.64,0.85,1,2025-04-13
107977,53,M,50,Home,4774,0,0,1,7828,2,3.7,3.7,1.0,1.64,3.02,0.64,1,2024-07-15
107978,39,F,81,Health,16412,1,1,0,0,1,3.1,3.9,0.988,0.0,2.74,0.641,1,2024-07-31
107979,31,M,83,Motor,5310,0,1,0,0,3,2.4,3.5,1.0,0.0,3.3,0.758,1,2024-10-12
107980,33,M,36,Home,21714,0,1,1,25416,4,3.8,2.8,1.0,1.17,3.28,0.54,1,2025-10-17
107981,78,M,48,Health,13146,0,0,0,0,3,4.2,4.0,1.0,0.0,3.6,0.754,1,2024-05-16
107982,53,M,71,Motor,38271,0,1,0,0,2,0.0,4.8,1.0,0.0,3.68,0.98,1,2025-05-31
107983,73,F,73,Health,29604,1,1,0,0,3,3.1,4.6,0.986,0.0,3.96,0.716,1,2024-01-04
107984,42,F,8,Term,17041,1,1,0,0,4,3.8,3.5,0.889,0.0,3.7,0.588,0,2025-03-21
107985,49,F,25,Health,40659,0,1,1,81976,0,2.5,3.6,1.0,2.016,2.16,0.63,1,2025-10-15
107986,50,M,7,Term,10157,1,0,0,0,2,0.0,3.9,0.875,0.0,3.14,0.514,0,2025-04-23
107987,62,M,106,Health,7035,1,1,0,0,3,2.3,3.8,0.991,0.0,3.48,0.675,0,2024-11-08
107988,53,M,8,Motor,12440,0,1,1,713,0,2.8,3.4,1.0,0.057,2.04,0.68,1,2025-10-12
107989,37,F,88,Term,12293,0,0,0,0,1,3.5,4.1,1.0,0.0,2.86,0.866,1,2025-01-17
107990,35,F,81,Term,12886,0,0,0,0,0,4.8,3.2,1.0,0.0,1.92,0.769,1,2025-09-12
107991,55,F,76,Health,14969,0,0,0,0,3,4.9,4.1,1.0,0.0,3.66,0.82,1,2025-10-04
107992,20,M,110,Whole,4236,1,0,0,0,2,2.5,4.9,0.991,0.0,3.74,0.633,0,2025-07-14
107993,40,M,31,Health,8432,0,1,1,10648,0,3.7,3.3,1.0,1.263,1.98,0.557,0,2025-11-13
107994,49,M,12,Health,10108,1,1,0,0,3,2.8,3.9,0.923,0.0,3.54,0.622,0,2024-07-16
107995,62,M,57,Term,40081,1,1,0,0,3,4.8,4.0,0.983,0.0,3.6,0.679,1,2025-04-26
107996,76,M,66,Term,9993,1,0,0,0,0,4.5,4.4,0.985,0.0,2.64,0.574,0,2024-02-25
107997,33,F,12,Motor,10652,0,1,1,30009,1,4.3,3.3,1.0,2.817,2.38,0.701,0,2025-02-24
107998,76,M,27,Term,22499,0,1,0,0,3,2.6,2.5,1.0,0.0,2.7,0.88,1,2025-01-22
107999,22,F,46,Health,12541,0,1,0,0,2,5.4,5.0,1.0,0.0,3.8,0.929,1,2025-05-09
108000,21,F,7,Home,46872,0,0,0,0,2,4.2,4.4,1.0,0.0,3.44,0.734,1,2024-05-02
108001,38,M,61,Motor,23918,0,1,0,0,1,2.2,3.1,1.0,0.0,2.26,0.967,1,2025-02-22
108002,57,F,58,Term,21597,1,1,0,0,2,3.2,2.4,0.983,0.0,2.24,0.661,1,2025-01-28
108003,68,M,58,Health,4660,1,1,0,0,1,1.6,3.4,0.983,0.0,2.44,0.604,0,2025-05-09
108004,31,F,13,Motor,17663,0,1,0,0,1,3.9,4.1,1.0,0.0,2.86,0.878,1,2024-11-16
108005,56,F,53,Motor,15727,0,0,1,21716,1,3.7,3.0,1.0,1.381,2.2,0.593,1,2024-10-18
108006,48,F,100,Motor,27008,0,0,0,0,1,2.8,4.1,1.0,0.0,2.86,0.92,1,2025-07-27
108007,31,F,65,Health,21969,0,0,1,11436,1,0.9,3.9,1.0,0.521,2.74,0.595,0,2025-03-09
108008,23,M,49,Term,19706,1,1,0,0,1,4.2,4.0,0.98,0.0,2.8,0.586,1,2024-09-09
108009,29,F,35,Health,18251,2,1,0,0,4,3.5,5.0,0.944,0.0,4.6,0.593,0,2025-11-28
108010,33,F,94,Health,10015,1,1,0,0,2,0.4,4.8,0.989,0.0,3.68,0.715,1,2024-02-08
108011,34,F,95,Health,7060,1,0,0,0,3,4.3,3.1,0.99,0.0,3.06,0.632,1,2025-07-19
108012,62,F,17,Term,18678,0,1,0,0,4,2.5,2.9,1.0,0.0,3.34,0.98,1,2024-12-07
108013,40,F,72,Term,7316,0,1,0,0,3,0.9,3.1,1.0,0.0,3.06,0.88,1,2025-06-27
108014,31,F,67,Home,14894,0,0,0,0,1,4.1,3.3,1.0,0.0,2.38,0.698,0,2024-08-15
108015,78,M,10,Term,35751,0,1,1,8889,1,1.3,4.5,1.0,0.249,3.1,0.683,1,2025-02-27
108016,24,M,34,Whole,40420,0,1,0,0,8,0.0,3.6,1.0,0.0,5.36,0.898,0,2024-06-26
108017,63,F,86,Motor,12496,2,1,0,0,5,3.3,3.5,0.977,0.0,4.1,0.669,1,2024-09-15
108018,49,F,4,Health,28514,2,0,1,11017,1,1.4,4.9,0.6,0.386,3.34,0.177,1,2025-05-04
108019,32,F,96,Term,14712,0,1,1,19844,0,3.5,4.0,1.0,1.349,2.4,0.669,1,2025-10-08
108020,61,M,29,Health,7073,2,1,0,0,1,5.9,4.2,0.933,0.0,2.92,0.652,0,2025-01-06
108021,34,M,46,Health,14849,0,1,0,0,2,5.3,2.7,1.0,0.0,2.42,0.903,1,2024-10-08
108022,58,F,75,Health,57769,1,0,0,0,1,2.4,3.8,0.987,0.0,2.68,0.523,1,2024-03-19
108023,71,F,46,Home,21003,0,0,0,0,2,2.8,3.4,1.0,0.0,2.84,0.796,1,2025-04-23
108024,64,F,77,Whole,8025,0,1,1,18237,2,0.0,2.8,1.0,2.273,2.48,0.777,1,2025-05-05
108025,61,M,59,Motor,18500,0,0,0,0,0,1.0,3.6,1.0,0.0,2.16,0.911,1,2024-02-06
108026,51,M,61,Term,24593,0,1,1,4306,2,5.1,3.2,1.0,0.175,2.72,0.692,0,2025-03-05
108027,22,M,68,Health,28291,1,0,0,0,3,5.2,4.3,0.986,0.0,3.78,0.59,0,2025-09-12
108028,62,M,66,Motor,12370,0,1,0,0,1,6.8,3.8,1.0,0.0,2.68,0.675,1,2024-07-22
108029,44,F,34,Term,41096,0,1,0,0,2,1.4,3.7,1.0,0.0,3.02,0.853,1,2024-09-01
108030,69,M,107,Health,13720,2,1,0,0,1,2.8,2.6,0.981,0.0,1.96,0.596,0,2024-10-30
108031,40,M,86,Term,18647,0,1,0,0,2,0.6,4.5,1.0,0.0,3.5,0.803,1,2024-03-08
108032,57,M,5,Term,4767,0,1,0,0,2,3.0,2.4,1.0,0.0,2.24,0.717,0,2024-06-14
108033,76,M,9,Health,33853,0,0,0,0,2,5.5,3.3,1.0,0.0,2.78,0.833,1,2024-12-05
108034,31,F,20,Motor,6178,1,1,0,0,0,4.2,3.5,0.952,0.0,2.1,0.469,1,2024-09-05
108035,32,M,21,Term,23409,0,1,0,0,1,2.0,4.2,1.0,0.0,2.92,0.802,1,2025-07-28
108036,60,M,17,Home,10677,0,0,1,5980,1,3.0,3.5,1.0,0.56,2.5,0.586,0,2024-09-06
108037,50,F,12,Term,6215,0,1,0,0,2,0.2,3.1,1.0,0.0,2.66,0.98,1,2024-09-03
108038,70,M,92,Term,11149,1,1,0,0,2,1.3,4.5,0.989,0.0,3.5,0.65,1,2025-06-23
108039,48,F,82,Term,4615,0,1,0,0,0,3.8,2.4,1.0,0.0,1.44,0.816,1,2025-11-23
108040,52,M,67,Term,9072,1,1,1,20213,1,5.7,4.4,0.985,2.228,3.04,0.514,0,2025-03-09
108041,34,F,5,Term,9771,0,0,0,0,2,3.1,4.2,1.0,0.0,3.32,0.827,1,2024-04-07
108042,45,M,60,Motor,6405,1,0,1,45993,6,6.5,3.6,0.984,7.181,4.56,0.374,1,2025-03-21
108043,36,M,53,Health,18008,1,0,0,0,3,5.8,3.8,0.981,0.0,3.48,0.537,1,2024-12-24
108044,63,M,52,Health,14227,0,1,0,0,3,4.8,3.5,1.0,0.0,3.3,0.962,1,2025-08-11
108045,71,M,78,Home,17950,0,0,1,64613,0,3.1,3.0,1.0,3.6,1.8,0.728,1,2025-04-13
108046,79,F,48,Health,10009,1,1,1,6781,3,2.9,2.8,0.98,0.677,2.88,0.522,1,2025-05-17
108047,40,M,90,Term,12715,0,1,0,0,3,0.7,2.9,1.0,0.0,2.94,0.814,1,2025-10-12
108048,49,F,19,Whole,5935,0,1,0,0,1,2.4,2.8,1.0,0.0,2.08,0.853,1,2025-09-22
108049,57,F,105,Term,9348,0,1,0,0,2,0.0,4.6,1.0,0.0,3.56,0.897,1,2025-08-29
108050,30,M,17,Health,6179,0,1,0,0,0,1.3,4.3,1.0,0.0,2.58,0.758,1,2024-10-01
108051,76,M,54,Whole,11733,0,0,0,0,5,3.6,3.6,1.0,0.0,4.16,0.712,0,2024-10-06
108052,37,F,103,Health,9346,0,1,0,0,0,3.1,1.9,1.0,0.0,1.14,0.818,0,2024-11-19
108053,52,F,106,Motor,23396,0,0,1,11081,3,6.3,3.3,1.0,0.474,3.18,0.766,1,2024-01-31
108054,22,M,68,Motor,24811,0,1,0,0,3,0.1,4.3,1.0,0.0,3.78,0.98,1,2025-05-05
108055,26,M,106,Motor,16573,1,0,0,0,1,6.9,3.8,0.991,0.0,2.68,0.535,1,2025-04-10
108056,46,M,35,Term,24319,0,1,0,0,3,3.5,3.0,1.0,0.0,3.0,0.596,1,2025-07-10
108057,23,M,88,Term,17593,2,0,0,0,3,4.3,3.5,0.978,0.0,3.3,0.629,1,2025-04-21
108058,42,F,41,Health,10271,0,0,2,11906,2,6.1,4.4,1.0,1.159,3.44,0.758,1,2024-02-05
108059,48,F,13,Term,15520,0,0,1,7380,4,4.3,5.0,1.0,0.476,4.6,0.631,1,2025-01-05
108060,39,F,33,Term,36878,0,0,0,0,1,0.0,4.7,1.0,0.0,3.22,0.717,0,2024-06-03
108061,19,M,15,Health,27118,0,1,1,3319,1,7.1,3.5,1.0,0.122,2.5,0.613,0,2025-03-01
108062,62,M,63,Whole,14950,0,1,0,0,0,2.0,3.0,1.0,0.0,1.8,0.72,1,2025-05-23
108063,22,F,15,Motor,4578,1,0,2,9052,1,1.9,3.3,0.938,1.977,2.38,0.405,0,2024-07-06
108064,77,M,31,Whole,44625,0,0,1,985,2,4.8,4.8,1.0,0.022,3.68,0.646,1,2025-09-04
108065,44,M,107,Home,13333,1,1,0,0,3,1.2,3.7,0.991,0.0,3.42,0.662,1,2024-03-27
108066,42,M,28,Motor,29455,0,1,0,0,1,3.9,1.9,1.0,0.0,1.54,0.874,1,2024-07-01
108067,25,F,10,Term,14595,0,1,0,0,1,0.0,2.2,1.0,0.0,1.72,0.715,1,2024-10-15
108068,72,M,57,Health,32299,0,1,2,121500,3,2.8,3.0,1.0,3.762,3.0,0.62,0,2024-01-07
108069,18,M,71,Health,17891,0,1,0,0,1,3.8,1.5,1.0,0.0,1.3,0.957,1,2025-07-24
108070,37,F,33,Motor,4841,0,0,0,0,2,1.3,4.5,1.0,0.0,3.5,0.706,1,2024-10-05
108071,61,F,7,Health,12407,0,1,1,15343,1,1.1,5.0,1.0,1.237,3.4,0.708,1,2025-08-06
108072,40,M,5,Health,18054,1,0,0,0,2,4.9,4.5,0.833,0.0,3.5,0.523,1,2024-01-26
108073,49,F,90,Health,16679,1,1,2,13444,0,3.0,4.6,0.989,0.806,2.76,0.311,0,2025-04-30
108074,28,M,119,Whole,27093,0,1,0,0,4,1.6,4.6,1.0,0.0,4.36,0.958,1,2024-01-16
108075,56,M,80,Home,17900,0,0,0,0,4,4.1,2.8,1.0,0.0,3.28,0.962,1,2024-11-12
108076,64,F,57,Whole,15175,1,0,1,16458,1,1.2,3.7,0.983,1.085,2.62,0.309,1,2024-08-14
108077,71,M,72,Term,6889,1,1,1,31844,0,0.0,3.8,0.986,4.622,2.28,0.472,1,2025-06-27
108078,41,M,86,Term,41919,1,1,1,2872,3,0.0,5.0,0.989,0.069,4.2,0.511,0,2024-03-29
108079,28,F,98,Motor,12089,0,1,0,0,3,2.9,3.2,1.0,0.0,3.12,0.887,1,2024-07-29
108080,46,F,40,Health,9813,1,1,0,0,1,2.4,4.3,0.976,0.0,2.98,0.687,0,2024-02-29
108081,71,F,28,Motor,7421,1,0,0,0,1,2.4,3.2,0.966,0.0,2.32,0.594,0,2025-10-25
108082,43,M,110,Motor,9099,1,1,0,0,1,3.7,2.8,0.991,0.0,2.08,0.526,0,2025-07-09
108083,33,M,36,Motor,25667,0,1,0,0,3,0.0,2.9,1.0,0.0,2.94,0.763,1,2025-11-26
108084,52,M,56,Health,5531,0,1,0,0,2,4.1,2.5,1.0,0.0,2.3,0.851,0,2024-04-01
108085,37,M,47,Term,11239,1,0,1,14765,3,1.5,3.7,0.979,1.314,3.42,0.436,0,2024-03-08
108086,63,M,71,Term,3861,0,1,0,0,2,3.1,4.4,1.0,0.0,3.44,0.868,1,2024-02-26
108087,20,F,116,Health,8399,0,1,0,0,2,4.5,5.0,1.0,0.0,3.8,0.98,1,2025-02-09
108088,18,M,40,Health,9631,1,1,1,222,3,5.8,4.4,0.976,0.023,3.84,0.499,1,2025-01-29
108089,75,M,59,Health,8989,0,0,0,0,2,1.1,3.1,1.0,0.0,2.66,0.78,0,2024-11-17
108090,70,M,43,Health,7405,0,0,1,2101,3,4.9,4.6,1.0,0.284,3.96,0.489,1,2025-09-02
108091,64,M,92,Health,34604,0,1,0,0,0,4.1,4.5,1.0,0.0,2.7,0.888,1,2025-06-18
108092,18,F,66,Term,9645,1,1,0,0,2,2.6,3.7,0.985,0.0,3.02,0.648,0,2025-04-09
108093,34,M,9,Term,24901,1,1,0,0,3,4.1,3.0,0.9,0.0,3.0,0.619,1,2024-12-04
108094,19,F,6,Motor,10547,1,0,0,0,2,2.0,2.4,0.857,0.0,2.24,0.567,0,2025-01-17
108095,46,F,119,Term,6205,0,1,0,0,2,0.8,3.1,1.0,0.0,2.66,0.861,1,2025-05-24
108096,37,F,65,Motor,22331,0,1,0,0,1,5.2,3.9,1.0,0.0,2.74,0.969,1,2024-08-02
108097,23,M,3,Health,29037,1,0,1,11701,2,2.5,4.9,0.75,0.403,3.74,0.117,0,2025-04-23
108098,25,F,74,Home,6162,0,0,0,0,0,6.5,3.2,1.0,0.0,1.92,0.918,1,2025-08-07
108099,46,M,37,Motor,20853,1,1,0,0,2,6.0,3.9,0.974,0.0,3.14,0.536,1,2025-02-04
108100,65,M,108,Health,12101,0,1,0,0,0,0.5,4.2,1.0,0.0,2.52,0.913,1,2024-10-30
108101,68,M,87,Health,46152,0,1,0,0,0,6.3,3.2,1.0,0.0,1.92,0.935,1,2025-04-29
108102,50,M,33,Term,27454,0,1,0,0,1,2.7,2.8,1.0,0.0,2.08,0.885,1,2025-03-14
108103,20,M,9,Health,37572,0,1,0,0,3,3.9,3.8,1.0,0.0,3.48,0.773,0,2025-05-11
108104,77,M,53,Motor,10650,0,1,0,0,6,3.7,2.9,1.0,0.0,4.14,0.806,1,2024-07-18
108105,52,M,77,Health,39055,0,1,1,1694,3,1.0,2.6,1.0,0.043,2.76,0.568,1,2024-03-15
108106,22,F,92,Health,23871,1,1,0,0,4,2.2,5.0,0.989,0.0,4.6,0.563,1,2025-05-20
108107,44,M,51,Term,16380,0,1,0,0,2,5.4,3.3,1.0,0.0,2.78,0.754,1,2024-07-13
108108,61,F,71,Motor,22313,0,1,1,37426,3,3.6,4.2,1.0,1.677,3.72,0.775,0,2025-08-17
108109,29,F,26,Whole,7336,0,0,0,0,1,0.4,4.0,1.0,0.0,2.8,0.946,1,2025-07-13
108110,37,M,16,Motor,16490,0,1,0,0,2,4.9,2.8,1.0,0.0,2.48,0.877,1,2025-05-28
108111,62,F,40,Health,12029,0,0,0,0,1,0.6,4.0,1.0,0.0,2.8,0.856,1,2025-02-15
108112,37,F,90,Health,29319,0,0,0,0,2,4.9,4.1,1.0,0.0,3.26,0.906,1,2025-09-26
108113,26,M,51,Term,3325,0,0,1,10714,1,6.1,3.9,1.0,3.222,2.74,0.579,1,2024-01-20
108114,56,M,39,Term,16193,0,1,0,0,2,0.9,3.8,1.0,0.0,3.08,0.817,1,2024-09-23
108115,21,F,55,Motor,11052,0,1,0,0,0,5.2,4.2,1.0,0.0,2.52,0.853,1,2025-05-15
108116,68,F,96,Motor,41399,1,1,0,0,1,4.9,4.2,0.99,0.0,2.92,0.511,0,2024-07-12
108117,71,F,36,Health,13281,0,1,1,11626,2,6.6,4.3,1.0,0.875,3.38,0.649,1,2025-11-01
108118,36,M,106,Health,12379,1,0,0,0,2,0.6,2.8,0.991,0.0,2.48,0.761,1,2024-05-29
108119,55,F,65,Health,16349,1,1,0,0,3,0.4,2.4,0.985,0.0,2.64,0.611,1,2024-11-12
108120,44,M,113,Health,22717,1,1,0,0,1,1.8,3.4,0.991,0.0,2.44,0.622,0,2024-05-04
108121,62,M,85,Health,4376,0,1,0,0,2,0.7,3.7,1.0,0.0,3.02,0.94,1,2025-10-23
108122,60,M,77,Whole,5859,0,1,0,0,2,8.4,4.4,1.0,0.0,3.44,0.847,0,2024-09-05
108123,30,M,115,Motor,41542,0,1,0,0,2,3.1,5.0,1.0,0.0,3.8,0.832,0,2024-05-03
108124,30,F,90,Motor,16854,0,1,0,0,0,3.2,3.2,1.0,0.0,1.92,0.815,1,2025-10-02
108125,77,F,45,Whole,61038,0,1,0,0,0,6.3,4.7,1.0,0.0,2.82,0.977,1,2024-05-09
108126,74,F,9,Motor,7943,0,1,1,22266,2,1.9,3.9,1.0,2.803,3.14,0.586,0,2025-05-28
108127,39,M,37,Health,20961,0,1,0,0,0,3.9,3.3,1.0,0.0,1.98,0.739,1,2025-10-04
108128,45,F,87,Term,17034,0,0,0,0,4,0.0,4.1,1.0,0.0,4.06,0.912,1,2024-04-16
108129,69,F,1,Term,34142,0,1,0,0,2,2.4,4.1,1.0,0.0,3.26,0.863,1,2024-10-04
108130,64,M,66,Motor,5169,0,1,0,0,1,6.5,4.0,1.0,0.0,2.8,0.821,1,2025-07-16
108131,70,F,63,Motor,41718,1,1,0,0,0,5.6,4.9,0.984,0.0,2.94,0.669,1,2024-07-01
108132,62,F,43,Motor,15967,0,0,1,52,1,4.0,3.3,1.0,0.003,2.38,0.664,1,2025-02-09
108133,39,F,28,Motor,14022,0,1,0,0,4,2.7,4.1,1.0,0.0,4.06,0.773,1,2025-06-16
108134,60,M,100,Term,20693,0,1,0,0,2,3.1,2.4,1.0,0.0,2.24,0.972,1,2024-02-05
108135,36,F,31,Term,13564,0,1,0,0,1,3.9,2.6,1.0,0.0,1.96,0.82,1,2025-08-14
108136,25,F,105,Whole,16322,0,0,2,26068,2,0.0,3.7,1.0,1.597,3.02,0.504,0,2025-07-15
108137,69,M,69,Motor,31222,2,1,0,0,4,6.3,3.2,0.971,0.0,3.52,0.511,0,2024-02-29
108138,25,F,101,Home,7302,0,0,0,0,2,0.0,4.8,1.0,0.0,3.68,0.807,0,2024-10-26
108139,59,M,89,Term,20239,2,0,0,0,0,0.7,4.5,0.978,0.0,2.7,0.613,1,2024-04-12
108140,43,F,8,Motor,20690,0,0,0,0,1,0.0,4.2,1.0,0.0,2.92,0.85,1,2025-05-17
108141,65,F,34,Health,43189,0,0,1,29322,1,4.4,3.7,1.0,0.679,2.62,0.564,1,2024-06-30
108142,68,F,103,Term,11766,0,0,2,5862,0,6.9,3.0,1.0,0.498,1.8,0.504,0,2024-12-07
108143,43,F,49,Health,2541,0,1,0,0,2,0.4,1.4,1.0,0.0,1.64,0.95,1,2024-02-04
108144,40,M,96,Motor,10615,0,1,0,0,3,1.8,3.1,1.0,0.0,3.06,0.98,1,2025-04-28
108145,60,M,58,Whole,8793,0,0,0,0,3,1.9,4.1,1.0,0.0,3.66,0.851,1,2025-09-25
108146,30,F,75,Motor,38342,0,1,0,0,2,1.5,2.9,1.0,0.0,2.54,0.843,0,2024-04-13
108147,45,M,47,Term,2382,0,1,0,0,1,2.7,4.9,1.0,0.0,3.34,0.841,1,2024-10-07
108148,26,M,25,Term,28298,2,1,0,0,0,2.7,3.9,0.923,0.0,2.34,0.444,0,2024-08-18
108149,37,M,3,Term,18749,0,0,0,0,1,4.8,4.3,1.0,0.0,2.98,0.754,0,2024-05-02
108150,73,M,45,Motor,6018,1,0,0,0,1,3.0,4.9,0.978,0.0,3.34,0.461,0,2024-05-18
108151,36,F,114,Health,19502,0,1,0,0,2,0.1,3.0,1.0,0.0,2.6,0.927,1,2024-12-19
108152,65,F,52,Motor,3995,1,1,0,0,1,5.6,3.6,0.981,0.0,2.56,0.559,1,2024-06-28
108153,56,M,96,Health,23444,0,1,0,0,3,5.8,4.3,1.0,0.0,3.78,0.98,1,2025-01-24
108154,68,M,116,Health,13762,1,1,1,26766,3,1.9,2.6,0.991,1.945,2.76,0.551,0,2024-12-05
108155,29,M,99,Motor,3157,1,1,0,0,5,4.8,4.1,0.99,0.0,4.46,0.585,1,2025-02-24
108156,32,M,96,Health,5683,2,0,0,0,0,5.3,4.7,0.979,0.0,2.82,0.549,1,2024-01-30
108157,48,M,34,Motor,23948,0,1,1,6250,1,2.9,4.3,1.0,0.261,2.98,0.682,1,2025-04-26
108158,72,M,101,Term,44478,0,1,0,0,1,2.1,4.0,1.0,0.0,2.8,0.928,1,2024-04-20
108159,31,F,116,Health,45311,1,0,1,1317,0,6.0,2.6,0.991,0.029,1.56,0.458,1,2024-03-19
108160,28,F,69,Motor,29085,0,0,0,0,0,2.9,3.7,1.0,0.0,2.22,0.817,1,2025-03-23
108161,43,M,109,Motor,4768,0,1,1,1456,2,5.4,2.7,1.0,0.305,2.42,0.533,1,2024-10-12
